1;01;001;Comuna 1                                ;00541;00538;09945;00185778;00147562;07943;07987;00184752;09945;00130483;08843;00120151;08142;00010332;00700;00007192;00487;00009887;00670;00;08;14;30;
1;01;002;Comuna 2                                ;00432;00428;09907;00149091;00117988;07914;07988;00147712;09908;00104132;08826;00095714;08112;00008418;00713;00005871;00498;00007985;00677;00;08;13;55;
1;01;003;Comuna 3                                ;00482;00479;09938;00167025;00132557;07936;07986;00165995;09938;00117523;08866;00108506;08186;00009017;00680;00006280;00474;00008754;00660;00;08;14;30;
1;01;004;Comuna 4                                ;00507;00503;09921;00175190;00138820;07924;07987;00173807;09921;00122776;08844;00113077;08146;00009699;00699;00006759;00487;00009285;00669;00;08;14;25;
1;01;005;Comuna 5                                ;00440;00437;09932;00152903;00121305;07933;07988;00151864;09932;00107795;08886;00099747;08223;00008048;00663;00005606;00462;00007904;00652;00;08;14;25;
1;01;006;Comuna 6                                ;00439;00435;09909;00153077;00121145;07914;07987;00151680;09909;00107229;08851;00098817;08157;00008412;00694;00005864;00484;00008052;00665;00;08;14;10;
1;01;007;Comuna 7                                ;00489;00486;09939;00169698;00134471;07924;07973;00168664;09939;00119024;08851;00109694;08157;00009330;00694;00006503;00484;00008944;00665;00;08;14;35;
1;01;008;Comuna 8                                ;00382;00380;09948;00133174;00105280;07905;07947;00132476;09948;00093184;08851;00085842;08154;00007342;00697;00005111;00485;00006985;00663;00;08;14;35;
1;01;009;Comuna 9                                ;00418;00413;09880;00144877;00114327;07891;07987;00143138;09880;00101173;08849;00093209;08153;00007964;00697;00005543;00485;00007611;00666;00;08;14;25;
1;01;010;Comuna 10                               ;00421;00418;09929;00145632;00115487;07930;07987;00144594;09929;00102536;08879;00094830;08211;00007706;00667;00005384;00466;00007567;00655;00;08;14;00;
1;01;011;Comuna 11                               ;00481;00477;09917;00166687;00132017;07920;07986;00165301;09917;00116687;08839;00107364;08133;00009323;00706;00006484;00491;00008846;00670;00;08;14;25;
1;01;012;Comuna 12                               ;00499;00496;09940;00172984;00137343;07940;07988;00171944;09940;00121322;08834;00111571;08124;00009751;00710;00006787;00494;00009234;00672;00;08;14;25;
1;01;013;Comuna 13                               ;00604;00600;09934;00208929;00165784;07935;07988;00207551;09934;00146956;08864;00135676;08184;00011280;00680;00007864;00474;00010964;00661;00;08;14;25;
1;01;014;Comuna 14                               ;00587;00583;09932;00204174;00161955;07932;07987;00202779;09932;00143088;08835;00131612;08126;00011476;00709;00007999;00494;00010868;00671;00;08;14;10;
1;01;015;Comuna 15                               ;00467;00463;09914;00161947;00128249;07919;07988;00160561;09914;00113445;08846;00104515;08149;00008930;00696;00006229;00486;00008575;00669;00;08;14;35;
1;01;999;Ciudad Autónoma Bs.As.                  ;07189;07136;09926;02491166;01974290;07925;07984;02472818;09926;01747353;08851;01610325;08156;00137028;00694;00095476;00484;00131461;00666;00;08;14;35;
1;02;001;Adolfo Alsina                           ;00044;00043;09773;00013887;00011049;07956;07985;00013838;09965;00009694;08774;00008846;08006;00000848;00767;00000590;00534;00000765;00692;00;08;12;20;
1;02;002;Alberti                                 ;00029;00028;09655;00008801;00006999;07953;07982;00008768;09963;00006311;09017;00005932;08475;00000379;00542;00000267;00381;00000421;00602;00;08;13;45;
1;02;003;Almirante Brown                         ;01098;01091;09936;00383327;00297054;07749;07800;00380822;09935;00262046;08821;00240722;08104;00021324;00718;00014819;00499;00020189;00680;00;08;14;25;
1;02;004;Avellaneda                              ;00796;00790;09925;00277112;00209254;07551;07609;00275008;09924;00184792;08831;00170115;08130;00014677;00701;00010215;00488;00014247;00681;00;08;13;45;
1;02;005;Ayacucho                                ;00057;00055;09649;00016308;00012697;07786;07984;00015903;09752;00011330;08923;00010521;08286;00000809;00637;00000563;00443;00000804;00633;00;08;14;20;
1;02;006;Azul                                    ;00158;00155;09810;00051893;00040930;07887;07988;00051242;09875;00036310;08871;00033527;08191;00002783;00680;00001936;00473;00002684;00656;00;08;13;00;
1;02;007;Bahía Blanca                            ;00673;00666;09896;00231423;00179745;07767;07829;00229599;09921;00159514;08874;00147466;08204;00012048;00670;00008396;00467;00011835;00658;00;08;14;55;
1;02;008;Balcarce                                ;00108;00107;09907;00036359;00028752;07908;07988;00035992;09899;00025723;08947;00023985;08342;00001738;00604;00001224;00426;00001805;00628;00;08;11;55;
1;02;009;Baradero                                ;00079;00077;09747;00025184;00019705;07824;07988;00024668;09795;00017367;08813;00015936;08087;00001431;00726;00001002;00509;00001336;00678;00;08;14;30;
1;02;010;Arrecifes                               ;00068;00066;09706;00022502;00017607;07825;07986;00022046;09797;00015625;08874;00014438;08200;00001187;00674;00000826;00469;00001156;00657;00;08;14;15;
1;02;011;Berazategui                             ;00642;00637;09922;00223186;00171920;07703;07759;00221588;09928;00152056;08845;00140114;08150;00011942;00695;00008300;00483;00011564;00673;00;08;14;00;
1;02;012;Berisso                                 ;00207;00206;09952;00071710;00056003;07810;07838;00071452;09964;00049675;08870;00045896;08195;00003779;00675;00002627;00469;00003701;00661;00;08;14;40;
1;02;013;Bolívar                                 ;00088;00085;09659;00027796;00021758;07828;07980;00027264;09809;00019469;08948;00018125;08330;00001344;00618;00000938;00431;00001351;00621;00;08;14;15;
1;02;014;Bragado                                 ;00104;00104;10000;00034151;00027183;07960;07960;00034151;10000;00024200;08903;00022447;08258;00001753;00645;00001233;00454;00001750;00644;00;08;14;20;
1;02;015;Brandsen                                ;00058;00057;09828;00019100;00015050;07880;07992;00018832;09860;00013302;08839;00012233;08128;00001069;00710;00000742;00493;00001006;00668;00;08;13;50;
1;02;016;Campana                                 ;00194;00192;09897;00066839;00052019;07783;07865;00066138;09895;00046106;08863;00042567;08183;00003539;00680;00002468;00474;00003445;00662;00;08;13;50;
1;02;017;Cañuelas                                ;00104;00102;09808;00035050;00027412;07821;07937;00034535;09853;00024291;08861;00022404;08173;00001887;00688;00001307;00477;00001814;00662;00;08;14;20;
1;02;018;Capitán Sarmiento                       ;00033;00032;09697;00011082;00008816;07955;07986;00011040;09962;00007805;08853;00007192;08158;00000613;00695;00000430;00488;00000581;00659;00;08;14;15;
1;02;019;Carlos Casares                          ;00057;00056;09825;00017805;00014164;07955;07986;00017737;09962;00012693;08961;00011856;08371;00000837;00591;00000591;00417;00000880;00621;00;08;13;45;
1;02;020;Carlos Tejedor                          ;00031;00031;10000;00009475;00007568;07987;07987;00009475;10000;00006908;09128;00006571;08683;00000337;00445;00000239;00316;00000421;00556;00;08;14;15;
1;02;021;Carmen de Areco                         ;00035;00034;09714;00011489;00008878;07727;07972;00011137;09694;00007997;09008;00007500;08448;00000497;00560;00000345;00389;00000536;00604;00;08;14;05;
1;02;022;Patagones                               ;00071;00070;09859;00023244;00018276;07863;07987;00022883;09845;00016104;08812;00014761;08077;00001343;00735;00000932;00510;00001240;00678;00;08;11;10;
1;02;023;Castelli                                ;00022;00020;09091;00006805;00005126;07533;07973;00006429;09447;00004505;08789;00004122;08041;00000383;00747;00000268;00523;00000353;00689;00;08;14;15;
1;02;024;Colón                                   ;00058;00057;09828;00019160;00015258;07963;07988;00019101;09969;00013556;08885;00012537;08217;00001019;00668;00000708;00464;00000994;00651;00;08;14;15;
